"field" "id" "type" "subtype" "period" "route"
"550" "SMC-SC5" 225242 "B" "B2" 1.89756 "./data/SMC-SC5-225242.dat.gz"
"551" "SMC-SC5" 185353 "B" "B2" 1.36088 "./data/SMC-SC5-185353.dat.gz"
"552" "SMC-SC5" 225257 "B" "B2" 2.07215 "./data/SMC-SC5-225257.dat.gz"
"553" "SMC-SC5" 214053 "B" "B2" 2.08696 "./data/SMC-SC5-214053.dat.gz"
"554" "SMC-SC5" 196383 "B" "B1" 32.0072 "./data/SMC-SC5-196383.dat.gz"
"555" "SMC-SC5" 196441 "B" "B1" 5.88931 "./data/SMC-SC5-196441.dat.gz"
"556" "SMC-SC5" 207977 "C" "C1" 7.16365 "./data/SMC-SC5-207977.dat.gz"
"557" "SMC-SC5" 175196 "B" "B2" 1.32361 "./data/SMC-SC5-175196.dat.gz"
"558" "SMC-SC5" 202183 "B" "B1" 5.00186 "./data/SMC-SC5-202183.dat.gz"
"559" "SMC-SC5" 196573 "B" "B2" 1.43704 "./data/SMC-SC5-196573.dat.gz"
"560" "SMC-SC5" 235190 "B" "B1" 2.40948 "./data/SMC-SC5-235190.dat.gz"
"561" "SMC-SC5" 225253 "B" "B1" 2.10128 "./data/SMC-SC5-225253.dat.gz"
"562" "SMC-SC5" 196424 "C" "C1" 5.95544 "./data/SMC-SC5-196424.dat.gz"
"563" "SMC-SC5" 170220 "B" "B1" 2.56346 "./data/SMC-SC5-170220.dat.gz"
"564" "SMC-SC5" 196641 "B" "B2" 1.46948 "./data/SMC-SC5-196641.dat.gz"
"565" "SMC-SC5" 235206 "B" "B1" 2.49214 "./data/SMC-SC5-235206.dat.gz"
"566" "SMC-SC5" 166096 "B" "B3" 1.23657 "./data/SMC-SC5-166096.dat.gz"
"567" "SMC-SC5" 196642 "B" "B1" 1.42854 "./data/SMC-SC5-196642.dat.gz"
"568" "SMC-SC5" 207995 "B" "B2" 1.38829 "./data/SMC-SC5-207995.dat.gz"
"569" "SMC-SC5" 162471 "B" "B1" 2.87671 "./data/SMC-SC5-162471.dat.gz"
"570" "SMC-SC5" 180060 "B" "B1" 3.19057 "./data/SMC-SC5-180060.dat.gz"
"571" "SMC-SC5" 162441 "B" "B1" 3.37289 "./data/SMC-SC5-162441.dat.gz"
"572" "SMC-SC5" 213952 "B" "B1" 27.413 "./data/SMC-SC5-213952.dat.gz"
"573" "SMC-SC5" 208044 "B" "B3" 1.29013 "./data/SMC-SC5-208044.dat.gz"
"574" "SMC-SC5" 202240 "B" "B1" 1.94635 "./data/SMC-SC5-202240.dat.gz"
"575" "SMC-SC5" 208062 "C" "C1" 1.49426 "./data/SMC-SC5-208062.dat.gz"
"576" "SMC-SC5" 214079 "B" "B2" 3.07438 "./data/SMC-SC5-214079.dat.gz"
"577" "SMC-SC5" 180090 "B" "B2" 1.99276 "./data/SMC-SC5-180090.dat.gz"
"578" "SMC-SC5" 202249 "B" "B2" 2.64874 "./data/SMC-SC5-202249.dat.gz"
"579" "SMC-SC5" 166028 "C" "C1" 6.54677 "./data/SMC-SC5-166028.dat.gz"
"580" "SMC-SC5" 225271 "B" "B2" 2.58269 "./data/SMC-SC5-225271.dat.gz"
"581" "SMC-SC5" 170323 "B" "B2" 2.38466 "./data/SMC-SC5-170323.dat.gz"
"582" "SMC-SC5" 180041 "B" "B2" 4.40703 "./data/SMC-SC5-180041.dat.gz"
"583" "SMC-SC5" 260821 "C" "C1" 6.81805 "./data/SMC-SC5-260821.dat.gz"
"584" "SMC-SC5" 266152 "B" "B3" 1.1342 "./data/SMC-SC5-266152.dat.gz"
"585" "SMC-SC5" 305930 "B" "B1" 1.4921 "./data/SMC-SC5-305930.dat.gz"
"586" "SMC-SC5" 294867 "B" "B2" 1.32182 "./data/SMC-SC5-294867.dat.gz"
"587" "SMC-SC5" 255938 "B" "B2" 5.11904 "./data/SMC-SC5-255938.dat.gz"
"588" "SMC-SC5" 300589 "B" "B2" 2.26353 "./data/SMC-SC5-300589.dat.gz"
"589" "SMC-SC5" 316944 "B" "B2" 1.28612 "./data/SMC-SC5-316944.dat.gz"
"590" "SMC-SC5" 305990 "B" "B2" 1.87959 "./data/SMC-SC5-305990.dat.gz"
"591" "SMC-SC5" 311531 "B" "B2" 2.49095 "./data/SMC-SC5-311531.dat.gz"
"592" "SMC-SC5" 256045 "B" "B2" 1.29622 "./data/SMC-SC5-256045.dat.gz"
"593" "SMC-SC5" 288724 "B" "B2" 5.693 "./data/SMC-SC5-288724.dat.gz"
"594" "SMC-SC5" 271051 "C" "C1" 15.6474 "./data/SMC-SC5-271051.dat.gz"
"595" "SMC-SC5" 276975 "B" "B2" 9.74056 "./data/SMC-SC5-276975.dat.gz"
"596" "SMC-SC5" 251643 "B" "B2" 1.82011 "./data/SMC-SC5-251643.dat.gz"
"597" "SMC-SC5" 288957 "B" "B2" 1.76533 "./data/SMC-SC5-288957.dat.gz"
"598" "SMC-SC5" 266150 "B" "B2" 1.58 "./data/SMC-SC5-266150.dat.gz"
"599" "SMC-SC5" 247077 "C" "C1" 6.08491 "./data/SMC-SC5-247077.dat.gz"
"600" "SMC-SC5" 243302 "B" "B2" 1.75424 "./data/SMC-SC5-243302.dat.gz"
"601" "SMC-SC5" 300680 "B" "B2" 1.62348 "./data/SMC-SC5-300680.dat.gz"
"602" "SMC-SC5" 316951 "B" "B2" 1.52056 "./data/SMC-SC5-316951.dat.gz"
"603" "SMC-SC5" 266145 "B" "B2" 1.91369 "./data/SMC-SC5-266145.dat.gz"
"604" "SMC-SC5" 239899 "B" "B1" 4.17386 "./data/SMC-SC5-239899.dat.gz"
"605" "SMC-SC5" 265929 "B" "B1" 4.28522 "./data/SMC-SC5-265929.dat.gz"
"606" "SMC-SC5" 283017 "B" "B1" 2.44446 "./data/SMC-SC5-283017.dat.gz"
"607" "SMC-SC5" 300670 "B" "B2" 1.01165 "./data/SMC-SC5-300670.dat.gz"
"608" "SMC-SC5" 277019 "B" "B1" 2.89942 "./data/SMC-SC5-277019.dat.gz"
"609" "SMC-SC5" 266013 "B" "B1" 2.60858 "./data/SMC-SC5-266013.dat.gz"
"610" "SMC-SC5" 283183 "B" "B2" 1.57415 "./data/SMC-SC5-283183.dat.gz"
"611" "SMC-SC5" 266121 "B" "B2" 1.62874 "./data/SMC-SC5-266121.dat.gz"
"612" "SMC-SC5" 288858 "B" "B2" 1.61186 "./data/SMC-SC5-288858.dat.gz"
"613" "SMC-SC5" 247096 "B" "B1" 5.11644 "./data/SMC-SC5-247096.dat.gz"
"614" "SMC-SC5" 277143 "B" "B3" 1.01336 "./data/SMC-SC5-277143.dat.gz"
"615" "SMC-SC5" 243163 "B" "B1" 5.08751 "./data/SMC-SC5-243163.dat.gz"
"616" "SMC-SC5" 251447 "B" "B1" 3.44273 "./data/SMC-SC5-251447.dat.gz"
"617" "SMC-SC5" 300470 "B" "B1" 4.50051 "./data/SMC-SC5-300470.dat.gz"
"618" "SMC-SC5" 271055 "C" "C1" 22.15 "./data/SMC-SC5-271055.dat.gz"
"619" "SMC-SC5" 271164 "B" "B1" 2.30034 "./data/SMC-SC5-271164.dat.gz"
"620" "SMC-SC5" 260976 "B" "B1" 1.55747 "./data/SMC-SC5-260976.dat.gz"
"621" "SMC-SC5" 277063 "B" "B2" 1.90292 "./data/SMC-SC5-277063.dat.gz"
"622" "SMC-SC5" 316736 "C" "C1" 6.385 "./data/SMC-SC5-316736.dat.gz"
"623" "SMC-SC5" 266157 "B" "B2" 1.50815 "./data/SMC-SC5-266157.dat.gz"
"624" "SMC-SC5" 283181 "B" "B2" 1.83477 "./data/SMC-SC5-283181.dat.gz"
"625" "SMC-SC5" 300595 "B" "B2" 1.89118 "./data/SMC-SC5-300595.dat.gz"
"626" "SMC-SC5" 256070 "B" "B1" 1.4625 "./data/SMC-SC5-256070.dat.gz"
"627" "SMC-SC5" 282968 "B" "B1" 5.05251 "./data/SMC-SC5-282968.dat.gz"
"628" "SMC-SC5" 239893 "B" "B1" 5.11216 "./data/SMC-SC5-239893.dat.gz"
"629" "SMC-SC5" 288872 "B" "B2" 1.46495 "./data/SMC-SC5-288872.dat.gz"
"630" "SMC-SC5" 311656 "B" "B2" 1.73234 "./data/SMC-SC5-311656.dat.gz"
"631" "SMC-SC5" 300663 "B" "B2" 1.24961 "./data/SMC-SC5-300663.dat.gz"
"632" "SMC-SC6" 22891 "B" "B2" 1.5515 "./data/SMC-SC6-22891.dat.gz"
"633" "SMC-SC5" 266138 "B" "B2" 1.55154 "./data/SMC-SC5-266138.dat.gz"
"634" "SMC-SC5" 251522 "B" "B2" 1.36551 "./data/SMC-SC5-251522.dat.gz"
"635" "SMC-SC6" 56 "B" "B2" 1.36553 "./data/SMC-SC6-56.dat.gz"
"636" "SMC-SC5" 247223 "B" "B1" 1.96457 "./data/SMC-SC5-247223.dat.gz"
"637" "SMC-SC5" 288734 "B" "B1" 4.88882 "./data/SMC-SC5-288734.dat.gz"
"638" "SMC-SC5" 294695 "C" "C1" 7.22815 "./data/SMC-SC5-294695.dat.gz"
"639" "SMC-SC5" 251506 "B" "B1" 2.3821 "./data/SMC-SC5-251506.dat.gz"
"640" "SMC-SC6" 125 "B" "B2" 2.38203 "./data/SMC-SC6-125.dat.gz"
"641" "SMC-SC5" 265991 "B" "B1" 2.70841 "./data/SMC-SC5-265991.dat.gz"
"642" "SMC-SC6" 49162 "B" "B2" 5.02388 "./data/SMC-SC6-49162.dat.gz"
"643" "SMC-SC5" 294722 "B" "B1" 5.02371 "./data/SMC-SC5-294722.dat.gz"
"644" "SMC-SC6" 61429 "B" "B2" 2.98096 "./data/SMC-SC6-61429.dat.gz"
"645" "SMC-SC5" 305932 "B" "B2" 2.98851 "./data/SMC-SC5-305932.dat.gz"
"646" "SMC-SC6" 55681 "B" "B1" 34.5562 "./data/SMC-SC6-55681.dat.gz"
"647" "SMC-SC5" 300442 "B" "B1" 34.6875 "./data/SMC-SC5-300442.dat.gz"
"648" "SMC-SC5" 300700 "B" "B2" 2.2353 "./data/SMC-SC5-300700.dat.gz"
"649" "SMC-SC6" 55803 "B" "B1" 2.23523 "./data/SMC-SC6-55803.dat.gz"
"650" "SMC-SC6" 72589 "B" "B1" 1.8479 "./data/SMC-SC6-72589.dat.gz"
"651" "SMC-SC5" 311598 "B" "B1" 1.84788 "./data/SMC-SC5-311598.dat.gz"
"652" "SMC-SC6" 55697 "C" "C1" 7.90391 "./data/SMC-SC6-55697.dat.gz"
"653" "SMC-SC5" 300454 "C" "C1" 7.90213 "./data/SMC-SC5-300454.dat.gz"
"654" "SMC-SC6" 67255 "B" "B2" 1.70627 "./data/SMC-SC6-67255.dat.gz"
"655" "SMC-SC5" 311542 "B" "B2" 1.70624 "./data/SMC-SC5-311542.dat.gz"
"656" "SMC-SC5" 243240 "B" "B1" 3.25255 "./data/SMC-SC5-243240.dat.gz"
"657" "SMC-SC6" 67265 "B" "B1" 2.03474 "./data/SMC-SC6-67265.dat.gz"
"658" "SMC-SC5" 311544 "B" "B2" 2.03469 "./data/SMC-SC5-311544.dat.gz"
"659" "SMC-SC5" 239909 "B" "B1" 2.06289 "./data/SMC-SC5-239909.dat.gz"
"660" "SMC-SC5" 256008 "A" "A2" 4.82254 "./data/SMC-SC5-256008.dat.gz"
"661" "SMC-SC5" 283106 "B" "B2" 1.96251 "./data/SMC-SC5-283106.dat.gz"
"662" "SMC-SC6" 35572 "B" "B1" 1.96249 "./data/SMC-SC6-35572.dat.gz"
"663" "SMC-SC5" 247106 "B" "B1" 3.64251 "./data/SMC-SC5-247106.dat.gz"
"664" "SMC-SC5" 288813 "B" "B2" 1.92043 "./data/SMC-SC5-288813.dat.gz"
"665" "SMC-SC6" 42342 "B" "B1" 1.92037 "./data/SMC-SC6-42342.dat.gz"
"666" "SMC-SC5" 276969 "B" "B1" 10.1595 "./data/SMC-SC5-276969.dat.gz"
"667" "SMC-SC6" 28915 "C" "C1" 10.1566 "./data/SMC-SC6-28915.dat.gz"
"668" "SMC-SC6" 35489 "C" "C1" 6.66094 "./data/SMC-SC6-35489.dat.gz"
"669" "SMC-SC6" 81685 "B" "B2" 2.27455 "./data/SMC-SC6-81685.dat.gz"
"670" "SMC-SC6" 35595 "B" "B1" 1.9743 "./data/SMC-SC6-35595.dat.gz"
"671" "SMC-SC6" 28967 "B" "B2" 1.37171 "./data/SMC-SC6-28967.dat.gz"
"672" "SMC-SC6" 42210 "C" "C1" 16.4343 "./data/SMC-SC6-42210.dat.gz"
"673" "SMC-SC6" 22771 "B" "B1" 4.78666 "./data/SMC-SC6-22771.dat.gz"
"674" "SMC-SC6" 5266 "B" "B1" 4.2845 "./data/SMC-SC6-5266.dat.gz"
"675" "SMC-SC6" 11337 "B" "B2" 1.40803 "./data/SMC-SC6-11337.dat.gz"
"676" "SMC-SC6" 85753 "B" "B2" 1.27084 "./data/SMC-SC6-85753.dat.gz"
"677" "SMC-SC6" 49238 "B" "B3" 2.07911 "./data/SMC-SC6-49238.dat.gz"
"678" "SMC-SC6" 67345 "B" "B1" 1.72197 "./data/SMC-SC6-67345.dat.gz"
"679" "SMC-SC6" 42228 "C" "C1" 6.92119 "./data/SMC-SC6-42228.dat.gz"
"680" "SMC-SC6" 22739 "C" "C1" 19.3088 "./data/SMC-SC6-22739.dat.gz"
"681" "SMC-SC6" 5239 "C" "C1" 20.4547 "./data/SMC-SC6-5239.dat.gz"
"682" "SMC-SC6" 35598 "B" "B2" 2.37556 "./data/SMC-SC6-35598.dat.gz"
"683" "SMC-SC6" 77415 "B" "B2" 1.27643 "./data/SMC-SC6-77415.dat.gz"
"684" "SMC-SC6" 81757 "B" "B1" 1.49613 "./data/SMC-SC6-81757.dat.gz"
"685" "SMC-SC6" 81766 "B" "B3" 1.33101 "./data/SMC-SC6-81766.dat.gz"
"686" "SMC-SC6" 29034 "B" "B1" 3.93931 "./data/SMC-SC6-29034.dat.gz"
"687" "SMC-SC6" 5370 "B" "B2" 1.47805 "./data/SMC-SC6-5370.dat.gz"
"688" "SMC-SC6" 22798 "B" "B1" 2.54817 "./data/SMC-SC6-22798.dat.gz"
"689" "SMC-SC6" 5263 "B" "B1" 5.62392 "./data/SMC-SC6-5263.dat.gz"
"690" "SMC-SC6" 72718 "B" "B1" 1.58101 "./data/SMC-SC6-72718.dat.gz"
"691" "SMC-SC6" 49197 "B" "B1" 2.58151 "./data/SMC-SC6-49197.dat.gz"
"692" "SMC-SC6" 49142 "B" "B1" 3.92114 "./data/SMC-SC6-49142.dat.gz"
"693" "SMC-SC6" 85650 "B" "B2" 1.53982 "./data/SMC-SC6-85650.dat.gz"
"694" "SMC-SC6" 35515 "B" "B1" 3.36099 "./data/SMC-SC6-35515.dat.gz"
"695" "SMC-SC6" 55804 "B" "B2" 1.41826 "./data/SMC-SC6-55804.dat.gz"
"696" "SMC-SC6" 77389 "B" "B2" 1.55441 "./data/SMC-SC6-77389.dat.gz"
"697" "SMC-SC6" 17328 "B" "B2" 1.79707 "./data/SMC-SC6-17328.dat.gz"
"698" "SMC-SC6" 29112 "B" "B2" 1.54364 "./data/SMC-SC6-29112.dat.gz"
"699" "SMC-SC6" 11121 "B" "B1" 2.05376 "./data/SMC-SC6-11121.dat.gz"
"700" "SMC-SC6" 35444 "B" "B1" 41.2443 "./data/SMC-SC6-35444.dat.gz"
"701" "SMC-SC6" 22838 "B" "B2" 1.59467 "./data/SMC-SC6-22838.dat.gz"
"702" "SMC-SC6" 81747 "B" "B1" 1.49551 "./data/SMC-SC6-81747.dat.gz"
"703" "SMC-SC6" 17276 "C" "C1" 12.5491 "./data/SMC-SC6-17276.dat.gz"
"704" "SMC-SC6" 22959 "B" "B1" 1.8368 "./data/SMC-SC6-22959.dat.gz"
"705" "SMC-SC6" 81779 "B" "B1" 1.87459 "./data/SMC-SC6-81779.dat.gz"
"706" "SMC-SC6" 85591 "C" "C1" 7.35108 "./data/SMC-SC6-85591.dat.gz"
"707" "SMC-SC6" 49127 "B" "B2" 3.03112 "./data/SMC-SC6-49127.dat.gz"
"708" "SMC-SC6" 35592 "B" "B1" 2.42166 "./data/SMC-SC6-35592.dat.gz"
"709" "SMC-SC6" 55931 "B" "B2" 1.20254 "./data/SMC-SC6-55931.dat.gz"
"710" "SMC-SC6" 17334 "B" "B2" 3.15 "./data/SMC-SC6-17334.dat.gz"
"711" "SMC-SC6" 91 "B" "B1" 2.53954 "./data/SMC-SC6-91.dat.gz"
"712" "SMC-SC6" 11152 "B" "B1" 1.88109 "./data/SMC-SC6-11152.dat.gz"
"713" "SMC-SC6" 67415 "B" "B2" 1.42292 "./data/SMC-SC6-67415.dat.gz"
"714" "SMC-SC6" 61436 "B" "B2" 1.68521 "./data/SMC-SC6-61436.dat.gz"
"715" "SMC-SC6" 67420 "B" "B1" 1.94287 "./data/SMC-SC6-67420.dat.gz"
"716" "SMC-SC6" 55755 "B" "B2" 1.33128 "./data/SMC-SC6-55755.dat.gz"
"717" "SMC-SC6" 128740 "A" "A1" 9.88728 "./data/SMC-SC6-128740.dat.gz"
"718" "SMC-SC6" 110634 "B" "B3" 1.50285 "./data/SMC-SC6-110634.dat.gz"
"719" "SMC-SC6" 167465 "A" "A1" 8.08903 "./data/SMC-SC6-167465.dat"
"720" "SMC-SC6" 105395 "B" "B1" 3.17144 "./data/SMC-SC6-105395.dat.gz"
"721" "SMC-SC6" 94519 "B" "B1" 3.11878 "./data/SMC-SC6-94519.dat.gz"
"722" "SMC-SC6" 171754 "B" "B1" 3.7932 "./data/SMC-SC6-171754.dat.gz"
"723" "SMC-SC6" 105522 "B" "B2" 1.52833 "./data/SMC-SC6-105522.dat.gz"
"724" "SMC-SC6" 122310 "B" "B1" 4.08935 "./data/SMC-SC6-122310.dat.gz"
"725" "SMC-SC6" 105380 "B" "B1" 2.03099 "./data/SMC-SC6-105380.dat.gz"
"726" "SMC-SC6" 135500 "B" "B2" 1.4382 "./data/SMC-SC6-135500.dat.gz"
"727" "SMC-SC6" 158213 "B" "B3" 1.48857 "./data/SMC-SC6-158213.dat.gz"
"728" "SMC-SC6" 122398 "B" "B2" 1.3894 "./data/SMC-SC6-122398.dat.gz"
"729" "SMC-SC6" 110728 "B" "B2" 1.28059 "./data/SMC-SC6-110728.dat.gz"
"730" "SMC-SC6" 141806 "B" "B1" 1.77177 "./data/SMC-SC6-141806.dat.gz"
"731" "SMC-SC6" 105371 "B" "B2" 3.61844 "./data/SMC-SC6-105371.dat.gz"
"732" "SMC-SC6" 122308 "B" "B2" 3.19828 "./data/SMC-SC6-122308.dat.gz"
"733" "SMC-SC6" 158269 "B" "B2" 1.29084 "./data/SMC-SC6-158269.dat.gz"
"734" "SMC-SC6" 89697 "A" "A1" 3.79004 "./data/SMC-SC6-89697.dat.gz"
"735" "SMC-SC6" 100192 "B" "B1" 2.20405 "./data/SMC-SC6-100192.dat.gz"
"736" "SMC-SC6" 152977 "B" "B1" 2.31207 "./data/SMC-SC6-152977.dat.gz"
"737" "SMC-SC6" 162978 "B" "B2" 2.57091 "./data/SMC-SC6-162978.dat.gz"
"738" "SMC-SC6" 105323 "C" "C1" 6.47347 "./data/SMC-SC6-105323.dat.gz"
"739" "SMC-SC6" 171720 "A" "A2" 1.96033 "./data/SMC-SC6-171720.dat.gz"
"740" "SMC-SC6" 141591 "B" "B1" 6.43304 "./data/SMC-SC6-141591.dat.gz"
"741" "SMC-SC6" 135342 "C" "C1" 15.5079 "./data/SMC-SC6-135342.dat.gz"
"742" "SMC-SC6" 135561 "B" "B2" 1.33121 "./data/SMC-SC6-135561.dat.gz"
"743" "SMC-SC6" 128751 "B" "B3" 5.25297 "./data/SMC-SC6-128751.dat.gz"
"744" "SMC-SC6" 162928 "A" "A1" 7.09723 "./data/SMC-SC6-162928.dat"
"745" "SMC-SC6" 94667 "B" "B1" 1.9368 "./data/SMC-SC6-94667.dat.gz"
"746" "SMC-SC6" 122445 "B" "B2" 1.42706 "./data/SMC-SC6-122445.dat.gz"
"747" "SMC-SC6" 147681 "B" "B1" 4.38824 "./data/SMC-SC6-147681.dat.gz"
"748" "SMC-SC6" 158270 "B" "B1" 2.36529 "./data/SMC-SC6-158270.dat.gz"
"749" "SMC-SC6" 135376 "B" "B1" 2.41269 "./data/SMC-SC6-135376.dat.gz"
"750" "SMC-SC6" 110612 "B" "B1" 2.57726 "./data/SMC-SC6-110612.dat.gz"
"751" "SMC-SC6" 116213 "B" "B1" 4.31906 "./data/SMC-SC6-116213.dat.gz"
"752" "SMC-SC6" 158177 "B" "B2" 2.33718 "./data/SMC-SC6-158177.dat.gz"
"753" "SMC-SC6" 128933 "B" "B1" 1.84747 "./data/SMC-SC6-128933.dat.gz"
"754" "SMC-SC6" 163049 "B" "B2" 1.45073 "./data/SMC-SC6-163049.dat.gz"
"755" "SMC-SC6" 162958 "B" "B3" 2.2596 "./data/SMC-SC6-162958.dat.gz"
"756" "SMC-SC6" 94627 "B" "B2" 1.24753 "./data/SMC-SC6-94627.dat.gz"
"757" "SMC-SC6" 141749 "B" "B2" 1.49391 "./data/SMC-SC6-141749.dat.gz"
"758" "SMC-SC6" 158237 "B" "B2" 1.24873 "./data/SMC-SC6-158237.dat.gz"
"759" "SMC-SC6" 89698 "B" "B1" 1.91914 "./data/SMC-SC6-89698.dat.gz"
"760" "SMC-SC6" 128775 "B" "B1" 4.16802 "./data/SMC-SC6-128775.dat.gz"
"761" "SMC-SC6" 110596 "B" "B1" 3.73729 "./data/SMC-SC6-110596.dat.gz"
"762" "SMC-SC6" 99943 "A" "A2" 7.67954 "./data/SMC-SC6-99943.dat.gz"
"763" "SMC-SC6" 153030 "B" "B1" 2.13571 "./data/SMC-SC6-153030.dat.gz"
"764" "SMC-SC6" 167554 "B" "B2" 1.45899 "./data/SMC-SC6-167554.dat.gz"
"765" "SMC-SC6" 128843 "B" "B1" 3.25186 "./data/SMC-SC6-128843.dat.gz"
"766" "SMC-SC6" 141593 "C" "C1" 5.72171 "./data/SMC-SC6-141593.dat.gz"
"767" "SMC-SC6" 210496 "B" "B2" 1.59823 "./data/SMC-SC6-210496.dat.gz"
"768" "SMC-SC6" 189956 "B" "B2" 4.37258 "./data/SMC-SC6-189956.dat.gz"
"769" "SMC-SC6" 180129 "B" "B2" 1.59418 "./data/SMC-SC6-180129.dat.gz"
"770" "SMC-SC6" 189978 "B" "B1" 2.76107 "./data/SMC-SC6-189978.dat.gz"
"771" "SMC-SC6" 227256 "B" "B2" 8.82951 "./data/SMC-SC6-227256.dat.gz"
"772" "SMC-SC6" 216191 "B" "B3" 2.26551 "./data/SMC-SC6-216191.dat.gz"
"773" "SMC-SC6" 237456 "B" "B2" 1.64835 "./data/SMC-SC6-237456.dat.gz"
"774" "SMC-SC6" 210548 "B" "B3" 1.66122 "./data/SMC-SC6-210548.dat.gz"
"775" "SMC-SC6" 180338 "B" "B2" 1.80005 "./data/SMC-SC6-180338.dat.gz"
"776" "SMC-SC6" 180098 "B" "B1" 3.94112 "./data/SMC-SC6-180098.dat.gz"
"777" "SMC-SC6" 210438 "B" "B1" 4.3361 "./data/SMC-SC6-210438.dat.gz"
"778" "SMC-SC6" 205078 "B" "B2" 1.64639 "./data/SMC-SC6-205078.dat.gz"
"779" "SMC-SC6" 199568 "C" "C1" 14.5721 "./data/SMC-SC6-199568.dat.gz"
"780" "SMC-SC6" 185340 "B" "B2" 1.87328 "./data/SMC-SC6-185340.dat.gz"
"781" "SMC-SC6" 246846 "B" "B2" 1.56663 "./data/SMC-SC6-246846.dat.gz"
"782" "SMC-SC6" 251010 "B" "B2" 2.32636 "./data/SMC-SC6-251010.dat.gz"
"783" "SMC-SC6" 216123 "B" "B2" 1.8114 "./data/SMC-SC6-216123.dat.gz"
"784" "SMC-SC6" 210566 "B" "B2" 1.31392 "./data/SMC-SC6-210566.dat.gz"
"785" "SMC-SC6" 190091 "B" "B1" 1.99688 "./data/SMC-SC6-190091.dat.gz"
"786" "SMC-SC6" 251044 "B" "B1" 2.13863 "./data/SMC-SC6-251044.dat.gz"
"787" "SMC-SC6" 199605 "B" "B1" 3.96797 "./data/SMC-SC6-199605.dat.gz"
"788" "SMC-SC6" 175757 "B" "B1" 3.73973 "./data/SMC-SC6-175757.dat.gz"
"789" "SMC-SC6" 194887 "B" "B2" 1.86647 "./data/SMC-SC6-194887.dat.gz"
"790" "SMC-SC6" 232353 "B" "B2" 1.73827 "./data/SMC-SC6-232353.dat.gz"
"791" "SMC-SC6" 180343 "B" "B2" 2.00304 "./data/SMC-SC6-180343.dat.gz"
"792" "SMC-SC6" 185344 "C" "C2" 5.59066 "./data/SMC-SC6-185344.dat.gz"
"793" "SMC-SC6" 194900 "B" "B2" 2.22222 "./data/SMC-SC6-194900.dat.gz"
"794" "SMC-SC6" 242093 "B" "B1" 2.00387 "./data/SMC-SC6-242093.dat.gz"
"795" "SMC-SC6" 185247 "B" "B2" 1.58046 "./data/SMC-SC6-185247.dat.gz"
"796" "SMC-SC6" 251011 "B" "B2" 1.40357 "./data/SMC-SC6-251011.dat.gz"
"797" "SMC-SC6" 221451 "C" "C1" 8.33252 "./data/SMC-SC6-221451.dat.gz"
"798" "SMC-SC6" 215967 "A" "A1" 7.53322 "./data/SMC-SC6-215967.dat.gz"
"799" "SMC-SC6" 175841 "B" "B2" 1.46934 "./data/SMC-SC6-175841.dat.gz"
"800" "SMC-SC6" 227342 "B" "B2" 1.93362 "./data/SMC-SC6-227342.dat.gz"
"801" "SMC-SC6" 205004 "B" "B1" 2.70212 "./data/SMC-SC6-205004.dat.gz"
"802" "SMC-SC6" 189920 "B" "B2" 4.66046 "./data/SMC-SC6-189920.dat.gz"
"803" "SMC-SC6" 216218 "B" "B2" 1.72853 "./data/SMC-SC6-216218.dat.gz"
"804" "SMC-SC6" 272411 "B" "B1" 4.35654 "./data/SMC-SC6-272411.dat.gz"
"805" "SMC-SC6" 296748 "B" "B2" 1.84556 "./data/SMC-SC6-296748.dat.gz"
"806" "SMC-SC6" 296759 "B" "B2" 1.37724 "./data/SMC-SC6-296759.dat.gz"
"807" "SMC-SC6" 324146 "B" "B1" 1.96963 "./data/SMC-SC6-324146.dat.gz"
"808" "SMC-SC6" 286631 "C" "C1" 7.49727 "./data/SMC-SC6-286631.dat.gz"
"809" "SMC-SC6" 277037 "B" "B1" 1.73458 "./data/SMC-SC6-277037.dat.gz"
"810" "SMC-SC6" 311193 "B" "B1" 4.58209 "./data/SMC-SC6-311193.dat.gz"
"811" "SMC-SC6" 286867 "B" "B2" 1.65874 "./data/SMC-SC6-286867.dat.gz"
"812" "SMC-SC6" 291851 "B" "B2" 1.1683 "./data/SMC-SC6-291851.dat.gz"
"813" "SMC-SC6" 281621 "B" "B2" 1.44627 "./data/SMC-SC6-281621.dat.gz"
"814" "SMC-SC6" 286874 "B" "B2" 2.38332 "./data/SMC-SC6-286874.dat.gz"
"815" "SMC-SC6" 301797 "B" "B2" 1.84298 "./data/SMC-SC6-301797.dat.gz"
"816" "SMC-SC6" 267882 "B" "B2" 2.70732 "./data/SMC-SC6-267882.dat.gz"
"817" "SMC-SC6" 296710 "B" "B1" 3.26655 "./data/SMC-SC6-296710.dat.gz"
"818" "SMC-SC6" 255435 "B" "B2" 1.61172 "./data/SMC-SC6-255435.dat.gz"
"819" "SMC-SC6" 272611 "B" "B2" 1.28786 "./data/SMC-SC6-272611.dat.gz"
"820" "SMC-SC6" 311211 "B" "B1" 3.4589 "./data/SMC-SC6-311211.dat.gz"
"821" "SMC-SC6" 259405 "B" "B2" 1.28003 "./data/SMC-SC6-259405.dat.gz"
"822" "SMC-SC6" 324150 "B" "B1" 2.59598 "./data/SMC-SC6-324150.dat.gz"
"823" "SMC-SC6" 319931 "C" "C1" 9.04933 "./data/SMC-SC6-319931.dat.gz"
